order_reference,order_status,payment_method,castig_net_lei,ride_distance_km,ride_duration_min,viteza_medie_kmh,to_client_dist_km,to_client_dur_min,order_created_date,order_created_time,pickup_address,destination_address
MzI1LTI1Mjc5OTIzMjctMzMxNzU0NjA3MQ,finished,cash,29.1,10.4,16.9,37.1,1.1,4.5,2026-05-29,01:12:49,"Strada Doamnei 13, Bucureşti","Jubile CONCEPT, Strada Emil Racoviță 7, Voluntari"
MzI1LTI1Mjc5ODMxNDMtMzMxNzUyNjE5NA,finished,in_app,12.8,4.1,11.0,22.4,1.1,3.3,2026-05-29,01:02:18,"Strada Traian Popovici 128, Bucureşti 031422","Gentlemen's Poker Club, Bulevardul Ion C. Brătianu 29-33, Centrul Istoric, Bucureşti"
MzI1LTI1Mjc5NzYxMDQtMzMxNzUwOTgxNQ,finished,cash,12.8,1.5,3.1,27.8,1.3,2.6,2026-05-29,00:53:48,"Calea Vitan 233, Bucureşti 031294","Calea Vitan 111, Bucureşti 031282"
MzI1LTI1Mjc5NjkzNTQtMzMxNzQ5NDI0OA,finished,cash,14.0,2.2,4.5,28.9,0.8,4.6,2026-05-29,00:45:50,"Bulevardul Camil Ressu 1, Bucureşti","Strada Lăcrămioarei 35-37, Bucureşti 032081"
MzI1LTI1Mjc5NTE0MjUtMzMxNzQ1NjYwMA,finished,cash,22.4,3.9,10.3,23.0,2.9,7.7,2026-05-29,00:27:04,"Bulevardul Unirii 25-27, Bucureşti 040103","Str. Drumul Murgului 10, Bucureşti 031714"
MzI1LTI1Mjc5MjMyNjAtMzMxNzM5NTQyNA,finished,in_app,40.4,6.1,12.9,28.1,1.5,2.9,2026-05-29,00:01:20,"Strada Biserica Amzei 11, Bucureşti","Str. Constantin Manescu 2, Bucureşti 050213"
MzI1LTI1Mjc5MDk1OTMtMzMxNzM2OTQyOA,finished,cash,22.9,1.5,5.0,18.3,2.1,3.4,2026-05-28,23:50:26,"Strada Boișoara 49, Bucureşti 060227","Gara de Nord, Gara de Nord, Bucureşti"
MzI1LTI1Mjc0ODU2ODYtMzMxNjU3NTY5MA,finished,business,37.4,5.5,29.2,11.3,0.6,4.9,2026-05-28,17:58:08,"Strada Doamna Oltea 4, Bucureşti 020231","Strada Iosif Iser 4-8, Bucureşti"
MzI1LTI1Mjc0NTA0ODAtMzMxNjUwODU0NA,finished,in_app,18.1,3.8,17.4,13.1,0.8,4.0,2026-05-28,17:32:55,"Bulevardul Aviatorilor 44, Bucureşti 011863",Bulevardul Lacul Tei 75
MzI1LTI1Mjc0MzkwNDEtMzMxNjQ4NzM5Mw,finished,in_app,14.9,1.9,6.1,19.0,1.0,4.2,2026-05-28,17:24:44,"Bulevardul Primăverii 17, Bucureşti 011972","Consiglieri, Dorobanți, Bucureşti"
MzI1LTI1Mjc0MDc4MTEtMzMxNjQyNzc2Nw,finished,business,14.9,2.0,7.1,17.3,1.9,9.4,2026-05-28,17:02:40,"Strada Ankara 10, Bucureşti 011833","Strada Wolfgang Amadeus Mozart 27, Bucureşti"
MzI1LTI1MjczODA5NTItMzMxNjM3NzEwNA,finished,in_app,22.4,4.6,15.2,18.4,0.6,3.2,2026-05-28,16:44:05,"Bulevardul Timișoara 4A, Bucureşti 061344","TAROM Office Victoriei, Strada Buzești, Bucharest, Romania"
MzI1LTI1MjczNTAyOTktMzMxNjMxODUwOQ,finished,in_app,35.8,4.8,16.9,17.2,1.6,3.0,2026-05-28,16:22:50,"Calea Griviței 188, Bucureşti 010752","Drumul Taberei 4, Drumul Taberei, Bucureşti"
MzI1LTI1MjczMTI0MTMtMzMxNjI0ODI3NA,finished,cash,25.1,4.6,19.8,14.0,1.5,5.5,2026-05-28,15:56:20,"Strada Toamnei 101, Bucureşti 020704","Gara de Nord, Gara de Nord, Bucureşti"
MzI1LTI1MjcyNjAyNTgtMzMxNjE1NDUxMw,finished,in_app,23.6,4.8,23.3,12.2,1.2,3.5,2026-05-28,15:20:08,"Penny, Bulevardul Pipera 2, Voluntari, România","Strada Doamna Ghica 22, București, România"
MzI1LTI1MjcxOTc1MjEtMzMxNjA0NTcxOA,finished,in_app,26.9,9.3,23.2,24.1,0.4,3.4,2026-05-28,14:35:06,"Gogoașa Muntenească, București, România","Strada Erou Chivu Dumitru 17, Voluntari 077190"
MzI1LTI1MjcxNDIwMDAtMzMxNTk0OTk3MA,finished,business,17.9,5.0,18.9,15.9,0.6,1.7,2026-05-28,13:54:10,"Strada Aviator Jean Texier 4, Bucureşti","Șoseaua Fabrica de Glucoză 21, Bucureşti 020331"
MzI1LTI1MjcxMjEyODYtMzMxNTkxNDY4Mw,finished,in_app,26.9,5.8,15.0,23.3,0.7,1.1,2026-05-28,13:38:50,Strada George Vâlsan 65,"Bulevardul Primăverii 16, Primăverii, Bucureşti"
MzI1LTI1MjY1MTA2NjMtMzMxNDgzNjUwNg,finished,cash,18.1,5.8,12.3,28.1,2.3,4.7,2026-05-28,01:01:29,"Strada Poștașului 24, Bucureşti","Aleea Hobița 4, Bucureşti"
MzI1LTI1MjY0OTMyMTYtMzMxNDc5NDkyMA,finished,in_app,33.7,8.1,17.3,28.2,1.6,4.8,2026-05-28,00:37:50,"Strada Poliției 3A, Bucureşti","Aleea Ion Agârbiceanu 3-11, Bucureşti"
MzI1LTI1MjY0ODI5NDAtMzMxNDc3NTQ0Mw,finished,business,18.2,1.6,7.2,13.5,0.2,0.5,2026-05-28,00:27:06,Piața Unirii 1,"Centrul Medical MEMORMED, Strada George Georgescu 54, Centrul Civic, Bucureşti"
MzI1LTI1MjY0MzkwMzQtMzMxNDY3MjE5MQ,finished,business,44.5,16.2,31.6,30.7,1.7,4.2,2026-05-27,23:38:10,"Veranda Mall, Intrare Principala","Strada Nicolae Drăganu 5A, Sectorul 5, Bucureşti"
MzI1LTI1MjY0MjM5NTUtMzMxNDY0MTg5NA,finished,cash,30.3,6.0,10.8,33.1,4.5,6.6,2026-05-27,23:22:18,"Strada Lăculeț 1, Bucureşti","Șoseaua Colentina 49, Colentina, Bucureşti"
MzI1LTI1MjYzOTU3ODItMzMxNDU4MzQxNw,finished,in_app,30.7,8.9,17.4,30.8,1.1,2.2,2026-05-27,22:53:20,"Calea Floreasca 133, Bucureşti 014456","Calea Giulești 483, București"
MzI1LTI1MjYzNjU3NTItMzMxNDUzOTkzOA,finished,business,25.0,7.8,11.3,41.7,0.8,1.1,2026-05-27,22:30:42,Strada Erou Iancu Nicolae 67A,"Strada Nada Florilor 6, Tei, Bucureşti"
MzI1LTI1MjYzNTczNzAtMzMxNDUwNzQ1OQ,finished,in_app,41.2,12.2,15.4,47.3,1.6,4.1,2026-05-27,22:14:11,"Calea Crângași 29, Bucureşti 060312","Strada Erou Iancu Nicolae 124, Voluntari 077190"
MzI1LTI1MjYxNTk3MjItMzMxNDEyODY3OQ,finished,in_app,13.6,3.5,8.6,24.5,1.0,2.7,2026-05-27,19:18:32,"Aleea Țibleș 44, Bucureşti 060233","B-dul. Iancu De Hunedoara 2, Bucureşti 011741"
MzI1LTI1MjUwOTk1NzYtMzMxMjE5MzQxMw,finished,cash,20.8,3.9,10.2,23.2,1.8,1.6,2026-05-27,02:43:49,"Strada Halelor 17, Bucureşti 030106","Intrarea Frumoasă 6, Sector 1, Bucureşti"
MzI1LTI1MjUwODg1OTYtMzMxMjE3MzgxOA,finished,in_app,17.2,3.3,9.7,20.8,2.5,5.5,2026-05-27,02:10:24,"Strada Bărăției 33, Bucureşti 030167","Strada Baba Novac 2, Bucureşti 031627"
MzI1LTI1MjUwODAxMDctMzMxMjE1NzY1MQ,finished,business,24.7,7.1,14.2,30.3,3.3,6.1,2026-05-27,01:49:09,"Piața Charles de Gaulle 15, Bucureşti 011857","Strada Vlad Dracul 13, Bucureşti"
MzI1LTI1MjUwNzAyODgtMzMxMjEzNzAwMA,finished,in_app,26.9,9.2,16.4,33.8,1.7,2.6,2026-05-27,01:26:04,"Bulevardul Decebal 14, Bucureşti 030967","Pullman Hotel, Romexpo Arena"
MzI1LTI1MjUwNDc4NTctMzMxMjA4OTI1MQ,finished,cash,32.5,12.3,25.9,28.4,2.6,5.6,2026-05-27,00:45:24,"Intrare Calea Piscului, Parcul Tineretului","Str. Culesului 62, Bucureşti 032964"
MzI1LTI1MjUwMzg1MjMtMzMxMjA2OTA2Mw,finished,in_app,12.8,2.6,6.5,24.4,1.3,4.0,2026-05-27,00:30:53,"Strada Liviu Rebreanu 7, Bucureşti 031772","Biserica Râul Vieții, Aleea Gura Câlnăului 12-22, Vitan, Bucureşti"
MzI1LTI1MjUwMjM2NTktMzMxMjAzNTIxMA,finished,business,27.7,6.6,11.5,34.3,1.2,2.6,2026-05-27,00:11:00,"Strada Aurel Vlaicu 20, Bucureşti 020096","Strada Liviu Rebreanu 1, Bucureşti"
MzI1LTI1MjUwMTY1ODAtMzMxMjAyNTMzOA,finished,business,22.4,3.2,6.3,30.4,1.1,2.5,2026-05-27,00:05:40,"Strada Ermil Pangratti 30A, Bucureşti 011884","Intrarea Legendei 3, Sector 2, Bucureşti"
MzI1LTI1MjUwMDU4MjYtMzMxMTk5Njc2Nw,finished,in_app,23.6,9.4,12.0,46.7,1.7,3.0,2026-05-26,23:49:53,"Piața Sudului Entrance, Sun Plaza Mall","Str. Emanoil Porumbaru 31, Bucharest"
MzI1LTI1MjQ5NzkxMDgtMzMxMTk0Mzg2NQ,finished,business,48.4,10.5,20.0,31.6,2.4,4.0,2026-05-26,23:18:28,"B-dul. Pache Protopopescu 105, Bucureşti 021409",Strada Biruinței 71B
MzI1LTI1MjQ3OTE2NDktMzMxMTU5MjE3Nw,finished,in_app,22.1,6.6,14.4,27.3,0.8,0.2,2026-05-26,20:04:47,"Calea Crângași 12, Bucureşti 060337","Bulevardul Lacul Tei 118A, Bucureşti 020395"
MzI1LTI1MjM2NDAzNjAtMzMwOTQ0NDY0MQ,finished,cash,17.6,5.1,13.0,23.7,4.2,7.0,2026-05-25,23:35:07,"Galaxy Entrance, Afi Palace Cotroceni Mall","Strada Porumbacu 72, Crângași, Bucureşti"
MzI1LTI1MjM2MjQ1NDEtMzMwOTQwOTkwMQ,finished,in_app,27.4,2.8,7.8,21.7,1.6,4.8,2026-05-25,23:13:18,"Manuc's Inn, Old Town","Autogara Filaret, Piața Gara Filaret 1, Бухарест"
MzI1LTI1MjM2MDgwNzItMzMwOTM3NTE4Mg,finished,in_app,32.2,4.8,9.8,29.6,0.7,4.6,2026-05-25,22:53:10,"Strada Mămulari 2, Bucureşti 030772","Strada Istriei 18, Titan - Balta Albă, Bucureşti"
MzI1LTI1MjM1NzQxMTQtMzMwOTMxMzkyNw,finished,in_app,59.9,22.0,28.3,46.6,4.9,6.3,2026-05-25,22:16:58,"Therme Bucharest, Therme Bucharest","Strada Radu Calomfirescu 5, Centrul Istoric, Bucureşti"
MzI1LTI1MjM1MzUxOTgtMzMwOTIyNjc4MA,finished,in_app,89.9,27.3,35.3,46.5,1.8,8.3,2026-05-25,21:27:08,"Entrance - South, Romanian Athenaeum","Strada Toamnei 21, Ostratu, Romania"
MzI1LTI1MjM1MTgxNjQtMzMwOTE5NDY1Nw,finished,in_app,15.5,4.7,13.8,20.6,1.4,2.8,2026-05-25,21:07:41,"Strada Sergent Ion Nuțu 15, Bucureşti","Strada Domnița Anastasia 15, Sector 5, Bucureşti"
MzI1LTI1MjM1MTE2NzYtMzMwOTE4MjgzMw,finished,in_app,12.8,1.9,4.4,26.2,1.2,0.9,2026-05-25,21:00:38,"Regie Bridge, Politehnica University of Bucharest","Bulevardul General Paul Teodorescu 4, Bucureşti 061346"
MzI1LTI1MjM0ODc5NDctMzMwOTE0MDMyNg,finished,cash,19.0,5.9,11.1,31.7,1.7,3.9,2026-05-25,20:34:02,"Strada Ionița Cegan 3, Bucureşti","Strada Orșova 85, Militari, Bucureşti"
MzI1LTI1MjM0NTA3OTktMzMwOTA3MTA3Mg,finished,in_app,38.2,15.0,31.0,29.1,0.0,0.2,2026-05-25,19:55:42,"Entrance, Bucharest Baneasa Airport (BBU)","Strada Sublocotenent Popa 10, Bucharest"
MzI1LTI1MjM0MTA5NjEtMzMwOTAwNzYwMg,finished,in_app,37.4,12.4,34.2,21.8,1.1,2.8,2026-05-25,19:22:20,"Bulevardul Râmnicu Sărat 25, Vitan, Bucureşti","Entrance, Bucharest Baneasa Airport (BBU)"
MzI1LTI1MjMzNzgzNzgtMzMwODkzNjcyMQ,finished,in_app,47.9,9.6,27.4,21.1,1.6,4.2,2026-05-25,18:48:46,"IDM Basarab, Șoseaua Orhideelor 31-33, Sectorul 1, Bucureşti","Rin Grand Residence, Șoseaua Vitan-Bârzești 7D, Vitan, Bucureşti"
MzI1LTI1MjE5NTc4MDEtMzMwNjEyNzgxMA,finished,in_app,26.4,6.0,11.3,32.0,1.3,5.7,2026-05-24,18:43:24,"Bulevardul Constantin Brâncoveanu 118, Bucureşti 041455","Sos. Mihai Bravu 384, Bucureşti 030324"
MzI1LTI1MjExNTE0ODktMzMwNDUwMTYzNQ,finished,in_app,17.3,2.7,5.7,28.7,1.9,3.0,2026-05-24,04:07:27,"Șoseaua Grozăvești 84, Bucureşti","Shaormeria Băneasa, Crângași, Bucureşti"
MzI1LTI1MjExMzc3OTYtMzMwNDQ2NjM4NQ,finished,in_app,31.5,7.7,13.0,35.4,0.5,1.6,2026-05-24,03:55:48,"Roa by zrx, Alee Principală Herăstrău, București","Bulevardul Iuliu Maniu 6R, Bucureşti 061103"
MzI1LTI1MjEwNzE4ODAtMzMwNDMwMTE1NQ,finished,in_app,48.7,16.8,18.5,54.6,1.6,3.0,2026-05-24,03:07:01,"Strada Mihai Eminescu 190, Bucureşti","Departures Terminal, Bucharest Henri Coanda Airport (OTP)"
MzI1LTI1MjEwNTkwMDAtMzMwNDI2MDUxMw,finished,in_app,17.6,3.3,7.3,27.1,1.3,3.9,2026-05-24,02:56:11,"Calea Victoriei 145, Bucureşti 010449","Socului Kebap Obor, Șoseaua Ștefan cel Mare, București, România"
MzI1LTI1MjEwMzg5NjktMzMwNDIwNzc5Mg,finished,in_app,21.7,6.6,12.7,31.0,0.4,0.1,2026-05-24,02:42:27,"Strada Doctor Constantin Istrati 1, Bucureşti 040542","MyContinental Bucuresti Gara de Nord, Calea Griviței, Bucarest, Roumanie"
MzI1LTI1MjA5NzM1NTAtMzMwNDA0NTE0MQ,finished,in_app,16.5,2.0,5.8,21.1,1.1,1.2,2026-05-24,02:02:57,"Strada Panait Cerna 9, Bucureşti","Platforma Wolff, Strada Doctor Constantin Istrati 1, Sectorul 4, Bucureşti"
MzI1LTI1MjA5NTIzMzgtMzMwMzk5NjgyNw,finished,cash,22.1,3.6,8.2,26.2,0.5,0.6,2026-05-24,01:50:32,"Șoseaua Ștefan cel Mare 240, Bucureşti 020165","Amira Zair Rochii de Mireasă - Elegance Ama, Bulevardul Unirii, Bucharest, Romania"
MzI1LTI1MjA5MjI0MTUtMzMwMzkyODQyNw,finished,in_app,21.0,3.0,7.4,24.4,1.5,8.2,2026-05-24,01:32:51,"Strada Plantelor 1, Bucureşti 023971","Aleea Luncșoara 2E, Bucureşti 021234"
MzI1LTI1MjA4NzAxMTctMzMwMzgwOTIwOA,finished,in_app,34.4,2.6,9.6,16.2,3.0,15.9,2026-05-24,01:06:01,"Bulevardul Pache Protopopescu 105, Bucureşti 021409","Hilton Garden Inn, Old Town"
MzI1LTI1MjA4MjQ2NzgtMzMwMzY5NzcyMw,finished,cash,33.9,3.9,14.3,16.3,4.2,9.8,2026-05-24,00:42:50,"Șoseaua Iancului 53, Bucureşti 021719","Hilton Garden Inn, Old Town"
MzI1LTI1MjA3Nzk2NTUtMzMwMzYwMDAxMg,finished,in_app,32.9,2.6,9.7,16.2,1.8,3.4,2026-05-24,00:23:43,"Strada Theodor D. Speranția 104, Bucureşti","Piața Unirii 1, Bucureşti 030119"
MzI1LTI1MjA3NDYwNzMtMzMwMzUzMDA5Ng,finished,in_app,34.4,3.4,9.2,22.5,1.8,8.7,2026-05-24,00:09:53,"Gradina Olari, Strada Olari 8, Sector 2, Bucureşti","Bloc 1, Intrarea Simbolului 11, Bucharest, Romania"
MzI1LTI1MjA2OTc4NzMtMzMwMzQxODE3Mw,finished,cash,23.3,6.8,19.3,21.2,0.9,2.0,2026-05-23,23:46:59,"Strada Țânganului 26, Bucureşti","Hilton Garden Inn, Centrul Vechi"
MzI1LTI1MjA2Njk5MzEtMzMwMzM1Njc0OA,finished,in_app,33.7,4.5,9.8,27.5,0.6,2.0,2026-05-23,23:33:11,"Eroilor, Sectorul 5, București","Strada Constantin Titel Petrescu 3, Bucureşti"
MzI1LTI1MjA2MTI3NzAtMzMwMzIzODQwMA,finished,business,23.9,7.4,24.3,18.2,0.4,1.4,2026-05-23,23:04:10,Strada Vlad Județul 2,"Universitatea Artifex din București, Strada Economu Cezărescu 47, București, România"
MzI1LTI1MjA1Nzk5MjAtMzMwMzE3MTQxNA,finished,cash,23.5,6.5,15.3,25.4,1.0,2.2,2026-05-23,22:46:50,"Strada Ziduri Între Vii 19, Bucureşti","Intrare Calea Vitan, București Mall"
MzI1LTI1MjA1NTA5NzUtMzMwMzExMTUxNA,finished,cash,36.2,6.7,11.9,33.7,0.9,1.8,2026-05-23,22:30:25,"Strada Fizicienilor 9, Bucureşti 032062","Strada Popa Nicolae 5, Bucureşti"
MzI1LTI1MjA0ODc3NjktMzMwMjk3NzIzNQ,finished,in_app,38.7,13.8,30.9,26.8,0.6,3.3,2026-05-23,21:54:25,"Strada Valea Cascadelor 2, Bucureşti","Strada Schitului 9, Bucureşti 032041"
MzI1LTI1MjA0NTU1MjAtMzMwMjkxMTY3OQ,finished,cash,23.0,6.7,15.8,25.5,0.6,1.0,2026-05-23,21:34:44,"Calea Giulești 52, Bucureşti 060282","Kaufland, Strada Valea Cascadelor 3, Militari, Bucureşti"
MzI1LTI1MTkxMDIyMDctMzMwMDI5NDI3NA,finished,cash,48.1,7.1,10.3,41.3,0.5,1.6,2026-05-23,02:23:29,"Strada Șelari 2, Bucureşti","Șoseaua Virtuții 1A, Bucureşti 060781"
MzI1LTI1MTkwODEyMDEtMzMwMDI1MTg3OQ,finished,in_app,12.8,2.4,6.8,21.1,0.6,1.5,2026-05-23,02:05:48,"Strada Moldovița 21, Bucureşti 041813","Strada Râul Mara 15, Bucureşti 041651"
MzI1LTI1MTkwNDc4NTAtMzMwMDE4ODA2OA,finished,cash,20.3,5.9,14.4,24.5,0.3,1.1,2026-05-23,01:40:00,"Strada Turnu Măgurele 270B, Bucureşti 041713","Strada Moldovița 16, Bucureşti"
MzI1LTI1MTkwMDU2NzktMzMwMDEwMzc3Mw,finished,cash,39.9,12.9,21.9,35.4,4.7,6.5,2026-05-23,01:09:41,"Șoseaua Nordului 7, Bucureşti 014101","Strada Turnu Măgurele 19, Berceni, Bucureşti"
MzI1LTI1MTg5NzY4MjgtMzMwMDA0Nzk4NQ,finished,in_app,39.7,11.0,18.7,35.2,1.5,2.1,2026-05-23,00:51:11,"Bulevardul Unirii 25, Bucureşti 040103","Bd. Pipera 1D, Voluntari 077190"
MzI1LTI1MTg5NDY0MjItMzI5OTk4ODg2NQ,finished,in_app,18.4,4.5,11.3,23.9,0.1,0.6,2026-05-23,00:30:40,"Regina Elisabeta Boulevard, University Square, Ghica","Strada Costache Stamate 2, Bucureşti 041206"
MzI1LTI1MTg5MDUxODYtMzI5OTkxMTcyMw,finished,in_app,50.2,11.0,21.8,30.4,3.2,5.7,2026-05-23,00:04:32,"Entrance, Bucharest Baneasa Airport (BBU)","Strada Academiei 4-6, Бухарест, Румыния"
MzI1LTI1MTg4NzE2OTItMzI5OTg1MDc0NQ,finished,in_app,21.2,6.3,13.4,27.9,2.0,4.3,2026-05-22,23:42:39,"Bulevardul Lacul Tei 115, Bucureşti 020381","Iris Ballroom, Bulevardul Poligrafiei, București, România"
MzI1LTI1MTg4NDE3NDctMzI5OTc5NjAyOQ,finished,in_app,26.3,5.9,17.3,20.6,0.5,0.8,2026-05-22,23:22:53,"Calea Griviței 183, Bucureşti 010709","Șoseaua Colentina 12, Bucureşti 021175"
MzI1LTI1MTg4MzA4OTEtMzI5OTc3NDU5NQ,finished,in_app,13.0,4.4,11.1,23.8,0.7,2.0,2026-05-22,23:15:11,"Strada Titus 13, Bucureşti 040166","Str. Gara De Nord 2, Bucureşti 00"
MzI1LTI1MTg4MTM2MTYtMzI5OTc0MzY0Mw,finished,cash,12.8,2.9,6.0,29.3,1.2,3.2,2026-05-22,23:04:03,"Strada Dumbrava Nouă 35, Bucureşti","Intrarea Călțuna 5, Bucureşti 040545"
MzI1LTI1MTg3NTUxNTMtMzI5OTY0MTI5MA,finished,cash,38.5,12.9,28.0,27.8,1.3,1.5,2026-05-22,22:22:46,"Iesire Principala, Parcul Titan - Sud","Str. Valea Timisului 150E, Bucureşti 051497"
MzI1LTI1MTg3MzY0NjgtMzI5OTYwOTE0NQ,finished,in_app,18.1,4.2,10.4,24.0,0.8,2.4,2026-05-22,22:09:30,Wellness Club,"Nr 64 Bl. 34A, Strada Câmpia Libertății, București, România"
MzI1LTI1MTg3MDk2NjMtMzI5OTU2NDM5Mg,finished,in_app,20.9,3.8,9.8,23.2,1.8,5.3,2026-05-22,21:51:08,"Bloc 3, Strada Logofătul Dan 35, București","Șoseaua Pantelimon 91, Bucureşti"
MzI1LTI1MTg2NzU2ODUtMzI5OTUwMzY5Mg,finished,in_app,29.9,12.1,26.1,27.9,2.9,3.5,2026-05-22,21:26:05,"Strada Aviator Popișteanu 43, Bucureşti","Aleea Dobrina 8, Pantelimon, Bucureşti"
MzI1LTI1MTg2NDY3MDItMzI5OTQ1MzU4Mw,finished,cash,12.8,1.4,5.2,16.6,2.3,5.0,2026-05-22,21:05:57,"Strada Crinului 108, Chitila, Bucureşti","Bulevardul Bucureștii Noi 76, Bucureștii Noi, Bucureşti"
MzI1LTI1MTg2MTYzNTYtMzI5OTM5OTI0OA,finished,in_app,21.7,6.8,15.4,26.3,1.3,5.3,2026-05-22,20:44:33,"Iesire Strada Maior Ștefan Sănătescu, Spitalul Universitar de Urgență Elias","Strada Plutașilor 54, Bucureşti"
MzI1LTI1MTg1OTE5NzctMzI5OTM1NjYzNw,finished,in_app,14.0,2.5,6.2,24.5,0.7,5.1,2026-05-22,20:28:09,"Bulevardul Ion Mihalache 11, Bucureşti 011171","Intrarea Cașului 32, București, România"
MzI1LTI1MTg1NzA5MTctMzI5OTMxODA0OA,finished,cash,41.2,3.4,11.5,17.6,1.1,3.0,2026-05-22,20:14:28,"Aleea Țibleș 64, Regie, Bucureşti","Strada Veronica Micle 5, Gara de Nord, Bucureşti"
MzI1LTI1MTcyMDIzMDMtMzI5Njg0OTgzNg,finished,business,14.9,3.4,10.9,18.6,1.6,3.8,2026-05-21,22:46:48,"Strada George Enescu 42, Bucureşti 010308","Strada Postelnicul Stroe 11, Floreasca, Bucureşti"
MzI1LTI1MTcxOTc3NzEtMzI5Njg0MDk5Ng,finished,cash,17.9,1.2,3.9,18.7,0.6,0.8,2026-05-21,22:42:14,"Strada Matei Millo 7, Bucureşti 010144","Radisson Blu, Radisson Blu Hotel Bucharest"
MzI1LTI1MTcxNzk4MTYtMzI5NjgxNDk3NA,finished,in_app,12.8,3.4,11.3,18.2,1.1,0.9,2026-05-21,22:28:51,"Strada Sabinelor 125, Bucureşti","Negroni Aperitivo Bar, Strada Matei Millo 5, Sector 1, Bucureşti"
MzI1LTI1MTcxNTQzMTQtMzI5Njc1NTUxMA,finished,in_app,22.3,8.4,17.8,28.3,0.7,3.8,2026-05-21,22:00:30,"Calea Călărașilor 177, Bucureşti 030616","Strada Pucheni 3, Bucureşti 051221"
MzI1LTI1MTcxMzIwNDAtMzI5NjcxMzg5MA,finished,cash,17.6,6.2,14.8,25.3,0.9,2.7,2026-05-21,21:38:44,"Șoseaua Giurgiului 124A, Bucureşti 040678","Strada Valeriu Braniște 53, Bucureşti"
MzI1LTI1MTcxMjU0NjQtMzI5NjcwMTk3MA,finished,cash,12.8,1.6,4.6,20.7,0.8,2.6,2026-05-21,21:32:12,"Strada Amara 5, Bucureşti 040793","Strada Constantin Pavel 26, Bucureşti 052556"
MzI1LTI1MTcxMDYzMjYtMzI5NjY2ODQyMA,finished,cash,16.4,6.8,13.7,29.8,1.0,4.1,2026-05-21,21:13:31,"Bulevardul Unirii 27, Bucureşti 040103","Drumul Găzarului 38, Bucureşti 040826"
MzI1LTI1MTcwOTkwMjctMzI5NjY1NTg0OA,finished,in_app,12.8,2.5,5.4,28.0,0.4,1.3,2026-05-21,21:06:50,"Strada Vișana 3, Bucureşti 040391","Manuc's Inn, Old Town"
MzI1LTI1MTcwODM4ODEtMzI5NjYzMDE4OA,finished,in_app,12.8,4.6,12.1,22.9,0.0,0.4,2026-05-21,20:53:11,"Strada Mihail Cioranu 4, Bucureşti","Shaormerie & Grill Tineretului, Strada Constantin Rădulescu Motru 17, Tineretului, Bucureşti"
MzI1LTI1MTcwNjAwMTgtMzI5NjU4OTAyNg,finished,cash,24.6,5.1,15.8,19.2,0.9,3.6,2026-05-21,20:30:33,"Strada Hatmanul Arbore 21, Bucureşti 011601","Strada Mihail Cioranu 8, Bucureşti 050901"
MzI1LTI1MTcwNTA0OTYtMzI5NjU3MjgyNA,finished,in_app,12.8,1.4,5.2,16.3,1.0,2.5,2026-05-21,20:21:52,"Strada Dumitrache Banul 2, Bucureşti 023765","Secția 6, Sector 2, Bucureşti"
MzI1LTI1MTcwMzczMzQtMzI5NjU1MDUwNQ,finished,in_app,14.7,4.8,11.4,25.3,1.5,2.9,2026-05-21,20:10:38,"Main Entrance, Mega Mall","Again Pizza & Burgers, Bulevardul Ghica Tei, Bucharest, Romania"
MzI1LTI1MTcwMDM5ODAtMzI5NjQ5MDc0Ng,finished,cash,37.2,8.7,21.3,24.5,0.2,0.9,2026-05-21,19:42:01,"Intrare Dinicu Golescu, Gara de Nord","Strada Ritmului 21, Bucureşti 021675"
MzI1LTI1MTY5OTA1NjMtMzI5NjQ2Njg2Mw,finished,cash,15.1,3.4,9.1,22.4,1.4,4.1,2026-05-21,19:31:23,"Strada Băniei 3, Bucureşti 030185","Gara de Nord, Gara de Nord, Bucureşti"
MzI1LTI1MTY5Nzc0NDAtMzI5NjQ0MzY3Mw,finished,in_app,14.1,2.5,9.0,16.6,0.6,1.4,2026-05-21,19:20:56,"Strada Căpitan Gheorghe Preoțescu 21, Bucureşti","Calea Calarasilor 81, Bucharest 030612"
MzI1LTI1MTY5NDg3OTQtMzI5NjM5NDEzMA,finished,in_app,30.6,6.0,20.3,17.9,0.6,1.9,2026-05-21,18:59:00,"Bulevardul Timișoara 14A, Bucureşti 061329","T5 Social, Strada Olimpului 13, Centrul Civic, Bucureşti"
MzI1LTI1MTY5MzU0OTEtMzI5NjM3MDg1MQ,finished,in_app,25.6,4.7,10.0,28.0,0.4,1.0,2026-05-21,18:48:43,"Strada Ceahlăul 20, Bucureşti 060382","Bulevardul Timișoara 35, Drumul Taberei, Bucureşti"
MzI1LTI1MTU4NDcwODctMzI5NDQ1NjM2NA,finished,cash,14.9,5.8,15.0,23.1,2.0,4.0,2026-05-21,00:03:02,"Strada Țarcului 60, Bucureşti","Str. Spineni 12, Bucureşti 040267"
MzI1LTI1MTU4MTM5MzUtMzI5NDM4NjM0NQ,finished,cash,40.4,17.1,27.5,37.4,2.2,2.9,2026-05-20,23:24:54,"Șoseaua Banatului 3A, Chitila","Strada Toporași 1-7, Giurgiului, Bucureşti"
MzI1LTI1MTU4MDMwNTQtMzI5NDM2MTkyMw,finished,cash,12.8,2.2,5.8,23.0,0.5,1.9,2026-05-20,23:11:21,"Strada Lăutei 11, Bucureşti","Strada Căpitan Radu Dragoș 2, Bucureşti"
